Query,MMR,MMR Solution,Actual Solution,Error rate,Time since start
0,0.549771934531795,[18394. 17876. 16761.],[17740. 17586. 17729.],0.96459456441696,1.1810951232910156
1,0.15884089079688757,[17387. 18295. 17448.],[17740. 17586. 17729.],0.96459456441696,3.720409631729126
2,0.04902136782658661,[17740. 17586. 17729.],[17740. 17586. 17729.],0.96459456441696,6.555190324783325
3,0.0005366246310705661,[17740. 17586. 17729.],[17740. 17586. 17729.],0.96459456441696,9.47757339477539
