Query,MMR,MMR Solution,Actual Solution,Error rate,Time since start
0,0.7386128364389234,[17398. 19262. 18093.],[18331. 18313. 18385.],0.9640068339528826,0.7918257713317871
1,0.20833333333333334,[17863. 18825. 18194.],[18331. 18313. 18385.],0.9640068339528826,2.3776862621307373
2,-0.0,[18331. 18313. 18385.],[18331. 18313. 18385.],0.9640068339528826,4.143804311752319
